movie_id,movie_title,movie_genre,movie_runtime,movie_year,date_release,cast_director,rating_personal,rating_IMDb,num_votes
tt0381061,Casino Royale, thriller,144,2006,2006-11-14,Martin Campbell,6,8.0,475133
tt0371746,Iron Man, sci_fi,126,2008,2008-04-14,Jon Favreau,7,7.9,703715
tt0107688,The Nightmare Before Christmas, musical,76,1993,1993-10-09,Henry Selick,6,8.0,224327
tt1074638,Skyfall, thriller,143,2012,2012-10-23,Sam Mendes,8,7.8,526853
tt0418279,Transformers, sci_fi,144,2007,2007-06-12,Michael Bay,6,7.1,516378
tt1276104,Looper, thriller,119,2012,2012-09-06,Rian Johnson,4,7.4,433202
tt0375679,Crash, thriller,112,2004,2004-09-10,Paul Haggis,6,7.9,363505
tt1285016,The Social Network, drama,120,2010,2010-09-24,David Fincher,7,7.7,485200
tt0268978,A Beautiful Mind, drama,135,2001,2001-12-13,Ron Howard,6,8.2,619615
tt0266543,Finding Nemo, family,100,2003,2003-05-30, Lee Unkrich,7,8.2,703034
tt0083658,Blade Runner, thriller,117,1982,1982-06-25,Ridley Scott,6,8.2,466461
tt0373889,Harry Potter and the Order of the Phoenix, mystery,138,2007,2007-06-28,David Yates,6,7.5,359772
tt0304141,Harry Potter and the Prisoner of Azkaban, mystery,142,2004,2004-05-31,Alfonso Cuarón,7,7.8,387289
tt0434409,V for Vendetta, thriller,132,2005,2005-12-11,James McTeigue,9,8.2,801460
tt0107290,Jurassic Park, thriller,127,1993,1993-06-09,Steven Spielberg,7,8.1,622325
tt0100405,Pretty Woman, romance,119,1990,1990-03-23,Garry Marshall,6,6.9,215772
tt0118799,Life Is Beautiful, war,116,1997,1997-12-20,Roberto Benigni,7,8.6,426786
tt0295297,Harry Potter and the Chamber of Secrets, mystery,161,2002,2002-11-03,Chris Columbus,6,7.4,392563
tt0117008,Matilda, fantasy,98,1996,1996-07-28,Danny DeVito,6,6.8,89158
tt1605783,Midnight in Paris, romance,94,2011,2011-05-11,Woody Allen,7,7.7,304289
tt1772341,Wreck-It Ralph, sci_fi,101,2012,2012-11-01,Rich Moore,8,7.8,275706
tt0266697,Kill Bill: Vol. 1, thriller,111,2003,2003-10-10,Quentin Tarantino,5,8.1,744687
tt0195685,Erin Brockovich, drama,131,2000,2000-03-14,Steven Soderbergh,6,7.3,136606
tt0095016,Die Hard, thriller,131,1988,1988-07-12,John McTiernan,6,8.2,599247
tt0458352,The Devil Wears Prada, romance,109,2006,2006-06-29,David Frankel,6,6.8,289178
tt0264464,Catch Me If You Can, drama,141,2002,2002-12-16,Steven Spielberg,7,8.0,536760
tt0120616,The Mummy, fantasy,125,1999,1999-04-16,Stephen Sommers,7,7.0,319874
tt0417741,Harry Potter and the Half-Blood Prince, mystery,153,2009,2009-07-06,David Yates,7,7.5,326324
tt0086190,Star Wars: Episode VI - Return of the Jedi, sci_fi,131,1983,1983-05-25,Richard Marquand,7,8.4,691361
tt0338526,Van Helsing, adventure,131,2004,2004-05-03,Stephen Sommers,4,6.0,198189
tt0099487,Edward Scissorhands, romance,105,1990,1990-12-06,Tim Burton,5,7.9,361051
tt0080684,Star Wars: Episode V - The Empire Strikes Back, sci_fi,124,1980,1980-05-17,Irvin Kershner,8,8.8,848576
tt0240772,Ocean's Eleven, thriller,116,2001,2001-12-05,Steven Soderbergh,7,7.8,406483
tt0167404,The Sixth Sense, thriller,107,1999,1999-08-02,M. Night Shyamalan,6,8.1,712366
tt0926084,Harry Potter and the Deathly Hallows: Part 1, mystery,146,2010,2010-11-11,David Yates,7,7.7,332607
tt1024648,Argo, thriller,120,2012,2012-08-31,Ben Affleck,7,7.7,457048
tt0082971,Raiders of the Lost Ark, adventure,115,1981,1981-06-12,Steven Spielberg,8,8.5,668293
tt0232500,The Fast and the Furious, thriller,106,2001,2001-06-18,Rob Cohen,7,6.7,274724
tt0317219,Cars, sport,117,2006,2006-03-14, Joe Ranft,6,7.2,267371
tt0382625,The Da Vinci Code, thriller,149,2006,2006-05-17,Ron Howard,5,6.6,317526
tt0382932,Ratatouille, fantasy,111,2007,2007-06-22, Jan Pinkava,9,8.0,479514
tt0955308,Robin Hood, romance,140,2010,2010-05-12,Ridley Scott,5,6.7,213360
tt0440963,The Bourne Ultimatum, thriller,115,2007,2007-07-25,Paul Greengrass,6,8.1,498663
tt0253474,The Pianist, war,150,2002,2002-05-24,Roman Polanski,7,8.5,506494
tt0421715,The Curious Case of Benjamin Button, romance,166,2008,2008-12-10,David Fincher,4,7.8,463980
tt1077368,Dark Shadows, horror,113,2012,2012-05-09,Tim Burton,5,6.2,201063
tt0217505,Gangs of New York, drama,167,2002,2002-12-09,Martin Scorsese,6,7.5,317256
tt0211915,Amélie, romance,122,2001,2001-04-25,Jean-Pierre Jeunet,5,8.4,540920
tt0103064,Terminator 2: Judgment Day, thriller,137,1991,1991-07-01,James Cameron,6,8.5,753535
tt0167261,The Lord of the Rings: The Two Towers, fantasy,179,2002,2002-12-05,Peter Jackson,9,8.7,1113526
tt0259324,Ghost Rider, thriller,114,2007,2007-01-15,Mark Steven Johnson,3,5.2,184193
tt0319262,The Day After Tomorrow, thriller,124,2004,2004-05-17,Roland Emmerich,5,6.4,336316
tt0088247,The Terminator, sci_fi,107,1984,1984-10-26,James Cameron,6,8.1,607596
tt0988045,Sherlock Holmes, thriller,128,2009,2009-12-24,Guy Ritchie,7,7.6,481487
tt1748122,Moonrise Kingdom, romance,94,2012,2012-05-16,Wes Anderson,6,7.8,240758
tt0840361,The Town, thriller,125,2010,2010-09-08,Ben Affleck,5,7.6,282810
tt0405159,Million Dollar Baby, sport,132,2004,2004-12-05,Clint Eastwood,6,8.1,487844
tt0087843,Once Upon a Time in America, drama,229,1984,1984-02-17,Sergio Leone,7,8.4,223876
tt0383574,Pirates of the Caribbean: Dead Man's Chest, fantasy,151,2006,2006-06-24,Gore Verbinski,8,7.3,527191
tt1588173,Warm Bodies, romance,98,2013,2013-01-16,Jonathan Levine,5,6.9,186366
tt1219289,Limitless, thriller,105,2011,2011-03-08,Neil Burger,5,7.4,423794
tt0945513,Source Code, thriller,93,2011,2011-03-11,Duncan Jones,5,7.5,384078
tt0114709,Toy Story, fantasy,81,1995,1995-11-19,John Lasseter,7,8.3,632548
tt0425112,Hot Fuzz, mystery,121,2007,2007-02-14,Edgar Wright,7,7.9,356387
tt0320661,Kingdom of Heaven, war,144,2005,2005-05-02,Ridley Scott,3,7.2,219328
tt1205489,Gran Torino,drama,116,2008,2008-12-09,Clint Eastwood,7,8.2,567503
tt0099088,Back to the Future Part III, western,118,1990,1990-05-25,Robert Zemeckis,7,7.4,287622
tt0368891,National Treasure, mystery,131,2004,2004-11-08,Jon Turteltaub,6,6.9,256870
tt0413300,Spider-Man 3, adventure,139,2007,2007-04-16,Sam Raimi,4,6.2,387385
tt0398286,Tangled, romance,100,2010,2010-11-24, Byron Howard,6,7.8,298529
tt0198781,"Monsters, Inc.", fantasy,92,2001,2001-10-28, David Silverman,8,8.1,594290
tt0075148,Rocky, sport,120,1976,1976-11-21,John G. Avildsen,6,8.1,380348
tt0221027,Blow, drama,124,2001,2001-03-29,Ted Demme,6,7.6,199714
tt0110475,The Mask, fantasy,101,1994,1994-07-29,Charles Russell,6,6.9,268857
tt0118688,Batman & Robin,action,125,1997,1997-06-12,Joel Schumacher,3,3.7,191595
tt0376994,X-Men: The Last Stand, thriller,104,2006,2006-05-22,Brett Ratner,5,6.8,387341
tt0365748,Shaun of the Dead, horror,99,2004,2004-03-29,Edgar Wright,7,8.0,400007
tt1194173,The Bourne Legacy, thriller,135,2012,2012-07-30,Tony Gilroy,5,6.7,233361
tt0119174,The Game, thriller,129,1997,1997-09-03,David Fincher,7,7.8,264355
tt0129387,There's Something About Mary, romance,119,1998,1998-07-15, Peter Farrelly,5,7.1,248818
tt0327056,Mystic River, thriller,138,2003,2003-05-23,Clint Eastwood,7,8.0,341428
tt0120735,"Lock, Stock and Two Smoking Barrels", crime,107,1998,1998-08-23,Guy Ritchie,8,8.2,419416
tt0480249,I Am Legend, sci_fi,101,2007,2007-12-05,Francis Lawrence,5,7.2,536701
tt0126029,Shrek, fantasy,90,2001,2001-04-22, Vicky Jenson,6,7.9,471943
tt0103776,Batman Returns,action,126,1992,1992-06-16,Tim Burton,6,7.0,217564
tt0948470,The Amazing Spider-Man, adventure,136,2012,2012-06-13,Marc Webb,6,7.0,455911
tt0112462,Batman Forever, fantasy,121,1995,1995-06-09,Joel Schumacher,4,5.4,192700
tt0449088,Pirates of the Caribbean: At World's End, fantasy,169,2007,2007-05-19,Gore Verbinski,7,7.1,476049
tt1136608,District 9, thriller,112,2009,2009-08-13,Neill Blomkamp,5,8.0,536230
tt1152836,Public Enemies, romance,140,2009,2009-06-18,Michael Mann,5,7.0,232746
tt1229238,Mission: Impossible - Ghost Protocol, thriller,133,2011,2011-12-07,Brad Bird,7,7.4,368444
tt0120591,Armageddon, thriller,151,1998,1998-06-30,Michael Bay,7,6.6,325156
tt0496806,Ocean's Thirteen, thriller,122,2007,2007-05-24,Steven Soderbergh,5,6.9,259084
tt0099674,The Godfather: Part III, drama,162,1990,1990-12-12,Francis Ford Coppola,5,7.6,271478
tt1504320,The King's Speech, drama,118,2010,2010-09-06,Tom Hooper,7,8.0,510243
tt0213149,Pearl Harbor, war,183,2001,2001-05-21,Michael Bay,6,6.1,256458
tt1049413,Up, family,96,2009,2009-05-13, Bob Peterson,8,8.3,675667
tt0814255,Percy Jackson & the Olympians: The Lightning Thief, fantasy,118,2010,2010-02-10,Chris Columbus,2,5.9,142578
tt0454848,Inside Man, thriller,129,2006,2006-03-16,Spike Lee,6,7.6,275492
tt0765429,American Gangster, drama,157,2007,2007-10-19,Ridley Scott,6,7.8,326955
tt0800080,The Incredible Hulk, sci_fi,112,2008,2008-06-06,Louis Leterrier,6,6.8,329413
tt1253864,Immortals, romance,110,2011,2011-11-10,Tarsem Singh Dhandwar,3,6.0,138953
tt0808151,Angels & Demons, thriller,138,2009,2009-05-04,Ron Howard,5,6.7,210105
tt1605630,American Reunion,comedy,113,2012,2012-04-04, Hayden Schlossberg,6,6.7,173257
tt1637725,Ted, fantasy,106,2012,2012-06-29,Seth MacFarlane,7,7.0,475976
tt0099785,Home Alone, family,103,1990,1990-11-10,Chris Columbus,7,7.5,314982
tt0181689,Minority Report, thriller,145,2002,2002-06-17,Steven Spielberg,6,7.7,403953
tt1632708,Friends with Benefits, romance,109,2011,2011-07-18,Will Gluck,5,6.6,273301
tt1228705,Iron Man 2, sci_fi,124,2010,2010-04-26,Jon Favreau,6,7.0,528540
tt0830515,Quantum of Solace, adventure,106,2008,2008-10-29,Marc Forster,5,6.7,333981
tt1190080,2012, sci_fi,158,2009,2009-11-11,Roland Emmerich,5,5.8,286032
tt0252866,American Pie 2,comedy,108,2001,2001-08-06,J.B. Rogers,6,6.4,201715
tt0325710,The Last Samurai, war,154,2003,2003-11-22,Edward Zwick,7,7.7,319972
tt0346491,Alexander, war,175,2004,2004-11-16,Oliver Stone,3,5.5,139878
tt0113189,GoldenEye, thriller,130,1995,1995-11-13,Martin Campbell,7,7.2,200229
tt0316654,Spider-Man 2, adventure,127,2004,2004-06-25,Sam Raimi,7,7.3,416673
tt0489099,Jumper, thriller,88,2008,2008-02-06,Doug Liman,3,6.1,244827
tt0102492,My Girl, romance,102,1991,1991-11-27,Howard Zieff,4,6.8,56412
tt0389860,Click, romance,107,2006,2006-06-22,Frank Coraci,5,6.4,248742
tt0993842,Hanna, thriller,111,2011,2011-04-07,Joe Wright,5,6.8,160152
tt0102057,Hook, fantasy,142,1991,1991-12-08,Steven Spielberg,8,6.7,184521
tt0097576,Indiana Jones and the Last Crusade, fantasy,127,1989,1989-05-24,Steven Spielberg,8,8.3,521502
tt0107614,Mrs. Doubtfire, romance,125,1993,1993-11-24,Chris Columbus,7,6.9,183631
tt1243957,The Tourist, thriller,103,2010,2010-12-08,Florian Henckel von Donnersmarck,4,6.0,178501
tt0104691,The Last of the Mohicans, war,112,1992,1992-08-26,Michael Mann,7,7.8,114306
tt1596343,Fast Five, thriller,131,2011,2011-04-15,Justin Lin,7,7.3,287308
tt0348150,Superman Returns, sci_fi,154,2006,2006-06-21,Bryan Singer,5,6.1,241638
tt0397892,Bolt, family,96,2008,2008-11-17, Chris Williams,6,6.9,148229
tt0910970,WALL·E, sci_fi,98,2008,2008-06-21,Andrew Stanton,7,8.4,728918
tt0378194,Kill Bill: Vol. 2, thriller,137,2004,2004-04-16,Quentin Tarantino,5,8.0,518050
tt0078346,Superman, sci_fi,143,1978,1978-12-10,Richard Donner,6,7.3,127641
tt0053125,North by Northwest, thriller,136,1959,1959-07-17,Alfred Hitchcock,8,8.4,222614
tt0381849,3:10 to Yuma, western,122,2007,2007-08-21,James Mangold,6,7.7,239753
tt0047396,Rear Window, thriller,112,1954,1954-08-01,Alfred Hitchcock,7,8.5,320202
tt0970179,Hugo, romance,126,2011,2011-10-10,Martin Scorsese,5,7.5,247443
tt0479143,Rocky Balboa, sport,102,2006,2006-12-20,Sylvester Stallone,5,7.2,163848
tt0119094,Face/Off, thriller,138,1997,1997-06-27,John Woo,6,7.3,286138
tt1217209,Brave, fantasy,93,2012,2012-06-10, Brenda Chapman,7,7.2,277376
tt0119528,Liar Liar, fantasy,86,1997,1997-03-18,Tom Shadyac,5,6.8,222854
tt0234215,The Matrix Reloaded, sci_fi,138,2003,2003-05-07, The Wachowski Brothers,6,7.2,425079
tt1028532,Hachi: A Dog's Tale, family,93,2009,2009-06-13,Lasse Hallström,6,8.1,159201
tt0328107,Man on Fire, thriller,146,2004,2004-04-21,Tony Scott,6,7.7,268744
tt1340800,Tinker Tailor Soldier Spy, thriller,127,2011,2011-09-05,Tomas Alfredson,6,7.1,150477
tt0337978,Live Free or Die Hard, thriller,128,2007,2007-06-12,Len Wiseman,7,7.2,338239
tt0290334,X-Men 2, thriller,134,2003,2003-04-24,Bryan Singer,6,7.5,410301
tt0094898,Coming to America, romance,116,1988,1988-06-29,John Landis,6,7.0,121469
tt0119654,Men in Black, sci_fi,98,1997,1997-07-02,Barry Sonnenfeld,6,7.3,407361
tt1320253,The Expendables, thriller,103,2010,2010-08-03,Sylvester Stallone,5,6.5,272752
tt0160127,Charlie's Angels, thriller,98,2000,2000-10-22,McG,4,5.5,146286
tt1032755,RocknRolla, thriller,114,2008,2008-09-04,Guy Ritchie,8,7.3,196137
tt0399201,The Island, thriller,136,2005,2005-07-11,Michael Bay,5,6.9,264908
tt0086960,Beverly Hills Cop, crime,105,1984,1984-12-01,Martin Brest,6,7.3,127847
tt0111282,Stargate, sci_fi,116,1994,1994-10-28,Roland Emmerich,5,7.1,149895
tt1399103,Transformers: Dark of the Moon, sci_fi,154,2011,2011-06-23,Michael Bay,4,6.3,328516
tt0070735,The Sting, drama,129,1973,1973-12-25,George Roy Hill,8,8.3,177737
tt0351283,Madagascar, family,86,2005,2005-05-25, Tom McGrath,7,6.9,270170
tt0317740,The Italian Job, thriller,111,2003,2003-05-30,F. Gary Gray,5,7.0,287906
tt1515091,Sherlock Holmes: A Game of Shadows, thriller,129,2011,2011-12-10,Guy Ritchie,8,7.5,341821
tt0278504,Insomnia, thriller,118,2002,2002-05-03,Christopher Nolan,7,7.2,221006
tt0117500,The Rock, thriller,136,1996,1996-06-07,Michael Bay,7,7.4,261349
tt0349903,Ocean's Twelve, thriller,125,2004,2004-12-08,Steven Soderbergh,4,6.4,287323
tt0097428,Ghostbusters II, sci_fi,108,1989,1989-06-16,Ivan Reitman,6,6.5,141908
tt0187078,Gone in Sixty Seconds, thriller,118,2000,2000-06-05,Dominic Sena,6,6.5,219929
tt1645170,The Dictator, romance,83,2012,2012-05-16,Larry Charles,6,6.4,216270
tt0118880,Con Air, thriller,115,1997,1997-06-02,Simon West,6,6.8,226913
tt0441773,Kung Fu Panda, family,92,2008,2008-05-15, John Stevenson,7,7.6,310840
tt0369339,Collateral, thriller,120,2004,2004-08-02,Michael Mann,6,7.6,296068
tt1037705,The Book of Eli, thriller,118,2010,2010-01-11, The Hughes Brothers,6,6.9,229599
tt0938283,The Last Airbender, fantasy,103,2010,2010-06-30,M. Night Shyamalan,3,4.2,119811
tt0453467,Deja Vu, thriller,126,2006,2006-11-20,Tony Scott,6,7.0,244302
tt1193138,Up in the Air, romance,109,2009,2009-09-05,Jason Reitman,6,7.4,271912
tt0087469,Indiana Jones and the Temple of Doom, adventure,118,1984,1984-05-08,Steven Spielberg,8,7.6,333949
tt0120762,Mulan, war,88,1998,1998-06-05, Barry Cook,6,7.5,174249
tt0429493,The A-Team, thriller,117,2010,2010-06-03,Joe Carnahan,6,6.8,212924
tt0117060,Mission: Impossible, thriller,110,1996,1996-05-20,Brian De Palma,8,7.1,303711
tt0107818,Philadelphia, romance,125,1993,1993-12-22,Jonathan Demme,7,7.7,180298
tt0094226,The Untouchables, thriller,119,1987,1987-06-02,Brian De Palma,8,7.9,221064
tt0317919,Mission: Impossible III, thriller,126,2006,2006-04-24,J.J. Abrams,6,6.9,259446
tt0438488,Terminator Salvation, sci_fi,115,2009,2009-05-14,McG,6,6.6,288209
tt0095953,Rain Man,drama,133,1988,1988-12-12,Barry Levinson,6,8.0,386570
tt0120623,A Bug's Life, fantasy,95,1998,1998-11-14, Andrew Stanton,6,7.2,213246
tt0352248,Cinderella Man, sport,144,2005,2005-05-23,Ron Howard,7,8.0,149375
tt0259711,Vanilla Sky, thriller,136,2001,2001-12-10,Cameron Crowe,4,6.9,208145
tt0097733,Lethal Weapon 2, thriller,114,1989,1989-07-07,Richard Donner,6,7.2,128968
tt0109040,Ace Ventura: Pet Detective,comedy,86,1994,1994-02-04,Tom Shadyac,5,6.9,218647
tt0106519,Carlito's Way, drama,144,1993,1993-11-07,Brian De Palma,6,7.9,164335
tt0328828,American Wedding, romance,96,2003,2003-07-24,Jesse Dylan,6,6.3,163541
tt0112442,Bad Boys, thriller,119,1995,1995-04-07,Michael Bay,6,6.8,174223
tt0275847,Lilo & Stitch, sci_fi,85,2002,2002-06-16, Chris Sanders,6,7.2,118918
tt0408306,Munich, thriller,164,2005,2005-12-23,Steven Spielberg,6,7.6,178217
tt0242653,The Matrix Revolutions, sci_fi,129,2003,2003-10-27, The Wachowski Brothers,6,6.7,367917
tt0181852,Terminator 3: Rise of the Machines, sci_fi,109,2003,2003-06-30,Jonathan Mostow,4,6.4,308197
tt0096438,Who Framed Roger Rabbit, mystery,104,1988,1988-06-21,Robert Zemeckis,7,7.7,142159
tt0120891,Wild Wild West, western,106,1999,1999-06-30,Barry Sonnenfeld,4,4.8,130571
tt0822832,Marley & Me, family,115,2008,2008-12-25,David Frankel,6,7.1,117864
tt1616195,J. Edgar, romance,137,2011,2011-11-03,Clint Eastwood,5,6.6,103687
tt1055369,Transformers: Revenge of the Fallen, sci_fi,150,2009,2009-06-19,Michael Bay,6,6.0,325462
tt0120363,Toy Story 2, fantasy,92,1999,1999-11-13, Ash Brannon,7,7.9,390253
tt0298148,Shrek 2, romance,93,2004,2004-05-15, Kelly Asbury,7,7.2,318038
tt0099423,Die Hard 2, thriller,124,1990,1990-07-02,Renny Harlin,6,7.1,272256
tt0172156,Bad Boys II, thriller,147,2003,2003-07-09,Michael Bay,6,6.6,179692
tt0064115,Butch Cassidy and the Sundance Kid, western,110,1969,1969-09-23,George Roy Hill,6,8.1,154006
tt0119008,Donnie Brasco, drama,127,1997,1997-02-28,Mike Newell,6,7.8,227050
tt0268380,Ice Age, family,81,2002,2002-03-12, Carlos Saldanha,7,7.6,331523
tt0094291,Wall Street, drama,126,1987,1987-12-11,Oliver Stone,6,7.4,120064
tt0425061,Get Smart, comedy,110,2008,2008-06-19,Peter Segal,6,6.5,169199
tt0119567,The Lost World: Jurassic Park, sci_fi,129,1997,1997-05-19,Steven Spielberg,6,6.5,281770
tt0817230,Valentine's Day, romance,125,2010,2010-02-05,Garry Marshall,4,5.7,96066
tt0120744,The Man in the Iron Mask, adventure,132,1998,1998-03-13,Randall Wallace,5,6.5,126581
tt0985699,Valkyrie, war,121,2008,2008-12-25,Bryan Singer,5,7.1,185121
tt0111257,Speed, thriller,116,1994,1994-06-10,Jan de Bont,4,7.2,263135
tt0879870,Eat Pray Love, romance,133,2010,2010-08-13,Ryan Murphy,5,5.7,64303
tt0122151,Lethal Weapon 4, thriller,127,1998,1998-07-10,Richard Donner,5,6.6,128547
tt0117705,Space Jam, sport,88,1996,1996-11-10,Joe Pytka,6,6.3,113440
tt0241303,Chocolat, romance,121,2000,2000-12-15,Lasse Hallström,6,7.3,151390
tt1611224,Abraham Lincoln: Vampire Hunter, horror,105,2012,2012-06-18,Timur Bekmambetov,5,5.9,129577
tt1411697,The Hangover Part II, mystery,102,2011,2011-05-19,Todd Phillips,5,6.5,379420
tt0396555,Meet the Robinsons, sci_fi,95,2007,2007-03-23,Stephen Anderson,5,6.9,67769
tt0120755,Mission: Impossible II, thriller,123,2000,2000-05-24,John Woo,6,6.1,244654
tt0253556,Reign of Fire, thriller,101,2002,2002-07-09,Rob Bowman,3,6.2,108586
tt0471042,Tower Heist, crime,104,2011,2011-10-24,Brett Ratner,5,6.2,110908
tt1458175,The Next Three Days, thriller,133,2010,2010-11-09,Paul Haggis,6,7.4,147676
tt0163025,Jurassic Park III, thriller,92,2001,2001-07-16,Joe Johnston,4,5.9,222028
tt0990407,The Green Hornet, thriller,119,2011,2011-01-12,Michel Gondry,4,5.8,136893
tt1057500,Invictus, sport,134,2009,2009-12-03,Clint Eastwood,6,7.4,125465
tt0859163,The Mummy: Tomb of the Dragon Emperor, thriller,112,2008,2008-07-24,Rob Cohen,2,5.2,119017
tt0112864,Die Hard with a Vengeance, thriller,128,1995,1995-05-15,John McTiernan,7,7.6,301621
tt1667889,Ice Age: Continental Drift, fantasy,88,2012,2012-06-26, Michael Thurmeier,6,6.6,147078
tt0112281,Ace Ventura: When Nature Calls, comedy,90,1995,1995-11-10,Steve Oedekerk,4,6.3,161933
tt0486576,Fantastic Four: Rise of the Silver Surfer, thriller,92,2007,2007-06-12,Tim Story,2,5.6,214798
tt0449010,Eragon, fantasy,104,2006,2006-12-13,Stefen Fangmeier,1,5.1,108682
tt0395169,Hotel Rwanda, war,121,2004,2004-09-11,Terry George,8,8.1,267424
tt0183649,Phone Booth, thriller,81,2002,2002-09-10,Joel Schumacher,6,7.1,209831
tt1068680,Yes Man, romance,104,2008,2008-12-09,Peyton Reed,5,6.8,273954
tt0104714,Lethal Weapon 3, thriller,118,1992,1992-05-11,Richard Donner,5,6.7,129144
tt0290002,Meet the Fockers, romance,115,2004,2004-12-16,Jay Roach,6,6.3,212928
tt0277027,I Am Sam,drama,132,2001,2001-12-03,Jessie Nelson,6,7.6,122820
tt0486822,Disturbia, thriller,105,2007,2007-04-04,D.J. Caruso,5,6.9,188349
tt0083987,Gandhi, drama,191,1982,1982-11-30,Richard Attenborough,7,8.1,173720
tt0244244,Swordfish, thriller,99,2001,2001-06-04,Dominic Sena,6,6.5,156435
tt1013753,Milk, romance,128,2008,2008-10-28,Gus Van Sant,6,7.6,137764
tt0145681,The Bone Collector, thriller,118,1999,1999-08-29,Phillip Noyce,7,6.7,121404
tt1027718,Wall Street: Money Never Sleeps,drama,133,2010,2010-05-14,Oliver Stone,5,6.3,84732
tt0086465,Trading Places,comedy,116,1983,1983-06-08,John Landis,7,7.5,103782
tt0960144,You Don't Mess with the Zohan, comedy,113,2008,2008-06-06,Dennis Dugan,4,5.5,157490
tt0983193,The Adventures of Tintin, mystery,107,2011,2011-10-23,Steven Spielberg,7,7.4,178608
tt0413267,Shrek the Third, fantasy,93,2007,2007-05-06, Raman Hui,4,6.1,214131
tt0277296,The Scorpion King, thriller,92,2002,2002-04-15,Chuck Russell,6,5.5,103101
tt0963966,The Sorcerer's Apprentice, fantasy,109,2010,2010-07-06,Jon Turteltaub,2,6.1,125289
tt0097523,"Honey, I Shrunk the Kids", sci_fi,93,1989,1989-06-23,Joe Johnston,5,6.3,108264
tt0120912,Men in Black II, sci_fi,88,2002,2002-07-03,Barry Sonnenfeld,6,6.1,271838
tt0104431,Home Alone 2: Lost in New York, family,120,1992,1992-11-15,Chris Columbus,7,6.6,203005
tt0046912,Dial M for Murder, thriller,105,1954,1954-05-18,Alfred Hitchcock,7,8.2,108053
tt0212338,Meet the Parents,comedy,108,2000,2000-10-06,Jay Roach,6,7.0,262441
tt2076251,The Worst Week of My Life,comedy,93,2011,2011-10-28,Alessandro Genovesi,4,5.7,789
tt2550838,The Worst Christmas of My Life,comedy,86,2012,2012-11-22,Alessandro Genovesi,5,5.2,550
